series_id,source,category,category_name,country_iso2,variable_name,dataset,key,filters_json,unit_measure_filter,frequency,start_period
NL_LAB_EMP_007,eurostat,2,Labor_market_indicators,NL,Employment MIG durable consumer goods,STS_INLB_M,,"{""geo"": ""NL"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""EMP"", ""nace_r2"": ""MIG_DCOG""}",,,2003-01
PT_LAB_EMP_007,eurostat,2,Labor_market_indicators,PT,Employment MIG durable consumer goods,STS_INLB_M,,"{""geo"": ""PT"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""EMP"", ""nace_r2"": ""MIG_DCOG""}",,,2003-01
SI_LAB_EMP_007,eurostat,2,Labor_market_indicators,SI,Employment MIG durable consumer goods,STS_INLB_M,,"{""geo"": ""SI"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""EMP"", ""nace_r2"": ""MIG_DCOG""}",,,2003-01
SK_LAB_EMP_007,eurostat,2,Labor_market_indicators,SK,Employment MIG durable consumer goods,STS_INLB_M,,"{""geo"": ""SK"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""EMP"", ""nace_r2"": ""MIG_DCOG""}",,,2003-01
AT_LAB_EMP_008,eurostat,2,Labor_market_indicators,AT,Employment MIG non-durable consumer goods,STS_INLB_M,,"{""geo"": ""AT"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""EMP"", ""nace_r2"": ""MIG_NDCOG""}",,,2003-01
BE_LAB_EMP_008,eurostat,2,Labor_market_indicators,BE,Employment MIG non-durable consumer goods,STS_INLB_M,,"{""geo"": ""BE"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""EMP"", ""nace_r2"": ""MIG_NDCOG""}",,,2003-01
CY_LAB_EMP_008,eurostat,2,Labor_market_indicators,CY,Employment MIG non-durable consumer goods,STS_INLB_M,,"{""geo"": ""CY"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""EMP"", ""nace_r2"": ""MIG_NDCOG""}",,,2003-01
DE_LAB_EMP_008,eurostat,2,Labor_market_indicators,DE,Employment MIG non-durable consumer goods,STS_INLB_M,,"{""geo"": ""DE"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""EMP"", ""nace_r2"": ""MIG_NDCOG""}",,,2003-01
EE_LAB_EMP_008,eurostat,2,Labor_market_indicators,EE,Employment MIG non-durable consumer goods,STS_INLB_M,,"{""geo"": ""EE"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""EMP"", ""nace_r2"": ""MIG_NDCOG""}",,,2003-01
ES_LAB_EMP_008,eurostat,2,Labor_market_indicators,ES,Employment MIG non-durable consumer goods,STS_INLB_M,,"{""geo"": ""ES"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""EMP"", ""nace_r2"": ""MIG_NDCOG""}",,,2003-01
FI_LAB_EMP_008,eurostat,2,Labor_market_indicators,FI,Employment MIG non-durable consumer goods,STS_INLB_M,,"{""geo"": ""FI"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""EMP"", ""nace_r2"": ""MIG_NDCOG""}",,,2003-01
FR_LAB_EMP_008,eurostat,2,Labor_market_indicators,FR,Employment MIG non-durable consumer goods,STS_INLB_M,,"{""geo"": ""FR"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""EMP"", ""nace_r2"": ""MIG_NDCOG""}",,,2003-01
GR_LAB_EMP_008,eurostat,2,Labor_market_indicators,GR,Employment MIG non-durable consumer goods,STS_INLB_M,,"{""geo"": ""EL"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""EMP"", ""nace_r2"": ""MIG_NDCOG""}",,,2003-01
IE_LAB_EMP_008,eurostat,2,Labor_market_indicators,IE,Employment MIG non-durable consumer goods,STS_INLB_M,,"{""geo"": ""IE"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""EMP"", ""nace_r2"": ""MIG_NDCOG""}",,,2003-01
IT_LAB_EMP_008,eurostat,2,Labor_market_indicators,IT,Employment MIG non-durable consumer goods,STS_INLB_M,,"{""geo"": ""IT"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""EMP"", ""nace_r2"": ""MIG_NDCOG""}",,,2003-01
LT_LAB_EMP_008,eurostat,2,Labor_market_indicators,LT,Employment MIG non-durable consumer goods,STS_INLB_M,,"{""geo"": ""LT"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""EMP"", ""nace_r2"": ""MIG_NDCOG""}",,,2003-01
LU_LAB_EMP_008,eurostat,2,Labor_market_indicators,LU,Employment MIG non-durable consumer goods,STS_INLB_M,,"{""geo"": ""LU"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""EMP"", ""nace_r2"": ""MIG_NDCOG""}",,,2003-01
LV_LAB_EMP_008,eurostat,2,Labor_market_indicators,LV,Employment MIG non-durable consumer goods,STS_INLB_M,,"{""geo"": ""LV"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""EMP"", ""nace_r2"": ""MIG_NDCOG""}",,,2003-01
MT_LAB_EMP_008,eurostat,2,Labor_market_indicators,MT,Employment MIG non-durable consumer goods,STS_INLB_M,,"{""geo"": ""MT"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""EMP"", ""nace_r2"": ""MIG_NDCOG""}",,,2003-01
NL_LAB_EMP_008,eurostat,2,Labor_market_indicators,NL,Employment MIG non-durable consumer goods,STS_INLB_M,,"{""geo"": ""NL"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""EMP"", ""nace_r2"": ""MIG_NDCOG""}",,,2003-01
PT_LAB_EMP_008,eurostat,2,Labor_market_indicators,PT,Employment MIG non-durable consumer goods,STS_INLB_M,,"{""geo"": ""PT"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""EMP"", ""nace_r2"": ""MIG_NDCOG""}",,,2003-01
SI_LAB_EMP_008,eurostat,2,Labor_market_indicators,SI,Employment MIG non-durable consumer goods,STS_INLB_M,,"{""geo"": ""SI"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""EMP"", ""nace_r2"": ""MIG_NDCOG""}",,,2003-01
SK_LAB_EMP_008,eurostat,2,Labor_market_indicators,SK,Employment MIG non-durable consumer goods,STS_INLB_M,,"{""geo"": ""SK"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""EMP"", ""nace_r2"": ""MIG_NDCOG""}",,,2003-01
AT_LAB_EMP_010,eurostat,2,Labor_market_indicators,AT,Employment MIG energy,STS_INLB_M,,"{""geo"": ""AT"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""EMP"", ""nace_r2"": ""MIG_NRG""}",,,2003-01
BE_LAB_EMP_010,eurostat,2,Labor_market_indicators,BE,Employment MIG energy,STS_INLB_M,,"{""geo"": ""BE"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""EMP"", ""nace_r2"": ""MIG_NRG""}",,,2003-01
CY_LAB_EMP_010,eurostat,2,Labor_market_indicators,CY,Employment MIG energy,STS_INLB_M,,"{""geo"": ""CY"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""EMP"", ""nace_r2"": ""MIG_NRG""}",,,2003-01
DE_LAB_EMP_010,eurostat,2,Labor_market_indicators,DE,Employment MIG energy,STS_INLB_M,,"{""geo"": ""DE"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""EMP"", ""nace_r2"": ""MIG_NRG""}",,,2003-01
EE_LAB_EMP_010,eurostat,2,Labor_market_indicators,EE,Employment MIG energy,STS_INLB_M,,"{""geo"": ""EE"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""EMP"", ""nace_r2"": ""MIG_NRG""}",,,2003-01
ES_LAB_EMP_010,eurostat,2,Labor_market_indicators,ES,Employment MIG energy,STS_INLB_M,,"{""geo"": ""ES"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""EMP"", ""nace_r2"": ""MIG_NRG""}",,,2003-01
FI_LAB_EMP_010,eurostat,2,Labor_market_indicators,FI,Employment MIG energy,STS_INLB_M,,"{""geo"": ""FI"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""EMP"", ""nace_r2"": ""MIG_NRG""}",,,2003-01
FR_LAB_EMP_010,eurostat,2,Labor_market_indicators,FR,Employment MIG energy,STS_INLB_M,,"{""geo"": ""FR"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""EMP"", ""nace_r2"": ""MIG_NRG""}",,,2003-01
GR_LAB_EMP_010,eurostat,2,Labor_market_indicators,GR,Employment MIG energy,STS_INLB_M,,"{""geo"": ""EL"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""EMP"", ""nace_r2"": ""MIG_NRG""}",,,2003-01
IE_LAB_EMP_010,eurostat,2,Labor_market_indicators,IE,Employment MIG energy,STS_INLB_M,,"{""geo"": ""IE"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""EMP"", ""nace_r2"": ""MIG_NRG""}",,,2003-01
IT_LAB_EMP_010,eurostat,2,Labor_market_indicators,IT,Employment MIG energy,STS_INLB_M,,"{""geo"": ""IT"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""EMP"", ""nace_r2"": ""MIG_NRG""}",,,2003-01
LT_LAB_EMP_010,eurostat,2,Labor_market_indicators,LT,Employment MIG energy,STS_INLB_M,,"{""geo"": ""LT"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""EMP"", ""nace_r2"": ""MIG_NRG""}",,,2003-01
LU_LAB_EMP_010,eurostat,2,Labor_market_indicators,LU,Employment MIG energy,STS_INLB_M,,"{""geo"": ""LU"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""EMP"", ""nace_r2"": ""MIG_NRG""}",,,2003-01
LV_LAB_EMP_010,eurostat,2,Labor_market_indicators,LV,Employment MIG energy,STS_INLB_M,,"{""geo"": ""LV"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""EMP"", ""nace_r2"": ""MIG_NRG""}",,,2003-01
MT_LAB_EMP_010,eurostat,2,Labor_market_indicators,MT,Employment MIG energy,STS_INLB_M,,"{""geo"": ""MT"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""EMP"", ""nace_r2"": ""MIG_NRG""}",,,2003-01
NL_LAB_EMP_010,eurostat,2,Labor_market_indicators,NL,Employment MIG energy,STS_INLB_M,,"{""geo"": ""NL"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""EMP"", ""nace_r2"": ""MIG_NRG""}",,,2003-01
PT_LAB_EMP_010,eurostat,2,Labor_market_indicators,PT,Employment MIG energy,STS_INLB_M,,"{""geo"": ""PT"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""EMP"", ""nace_r2"": ""MIG_NRG""}",,,2003-01
SI_LAB_EMP_010,eurostat,2,Labor_market_indicators,SI,Employment MIG energy,STS_INLB_M,,"{""geo"": ""SI"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""EMP"", ""nace_r2"": ""MIG_NRG""}",,,2003-01
SK_LAB_EMP_010,eurostat,2,Labor_market_indicators,SK,Employment MIG energy,STS_INLB_M,,"{""geo"": ""SK"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""EMP"", ""nace_r2"": ""MIG_NRG""}",,,2003-01
AT_LAB_HW_001,eurostat,2,Labor_market_indicators,AT,Hours worked mining and quarrying,STS_INLB_M,,"{""geo"": ""AT"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""HW"", ""nace_r2"": ""B""}",,,2003-01
BE_LAB_HW_001,eurostat,2,Labor_market_indicators,BE,Hours worked mining and quarrying,STS_INLB_M,,"{""geo"": ""BE"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""HW"", ""nace_r2"": ""B""}",,,2003-01
CY_LAB_HW_001,eurostat,2,Labor_market_indicators,CY,Hours worked mining and quarrying,STS_INLB_M,,"{""geo"": ""CY"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""HW"", ""nace_r2"": ""B""}",,,2003-01
DE_LAB_HW_001,eurostat,2,Labor_market_indicators,DE,Hours worked mining and quarrying,STS_INLB_M,,"{""geo"": ""DE"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""HW"", ""nace_r2"": ""B""}",,,2003-01
EE_LAB_HW_001,eurostat,2,Labor_market_indicators,EE,Hours worked mining and quarrying,STS_INLB_M,,"{""geo"": ""EE"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""HW"", ""nace_r2"": ""B""}",,,2003-01
ES_LAB_HW_001,eurostat,2,Labor_market_indicators,ES,Hours worked mining and quarrying,STS_INLB_M,,"{""geo"": ""ES"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""HW"", ""nace_r2"": ""B""}",,,2003-01
FI_LAB_HW_001,eurostat,2,Labor_market_indicators,FI,Hours worked mining and quarrying,STS_INLB_M,,"{""geo"": ""FI"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""HW"", ""nace_r2"": ""B""}",,,2003-01
FR_LAB_HW_001,eurostat,2,Labor_market_indicators,FR,Hours worked mining and quarrying,STS_INLB_M,,"{""geo"": ""FR"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""HW"", ""nace_r2"": ""B""}",,,2003-01
GR_LAB_HW_001,eurostat,2,Labor_market_indicators,GR,Hours worked mining and quarrying,STS_INLB_M,,"{""geo"": ""EL"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""HW"", ""nace_r2"": ""B""}",,,2003-01
IE_LAB_HW_001,eurostat,2,Labor_market_indicators,IE,Hours worked mining and quarrying,STS_INLB_M,,"{""geo"": ""IE"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""HW"", ""nace_r2"": ""B""}",,,2003-01
IT_LAB_HW_001,eurostat,2,Labor_market_indicators,IT,Hours worked mining and quarrying,STS_INLB_M,,"{""geo"": ""IT"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""HW"", ""nace_r2"": ""B""}",,,2003-01
LT_LAB_HW_001,eurostat,2,Labor_market_indicators,LT,Hours worked mining and quarrying,STS_INLB_M,,"{""geo"": ""LT"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""HW"", ""nace_r2"": ""B""}",,,2003-01
LU_LAB_HW_001,eurostat,2,Labor_market_indicators,LU,Hours worked mining and quarrying,STS_INLB_M,,"{""geo"": ""LU"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""HW"", ""nace_r2"": ""B""}",,,2003-01
LV_LAB_HW_001,eurostat,2,Labor_market_indicators,LV,Hours worked mining and quarrying,STS_INLB_M,,"{""geo"": ""LV"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""HW"", ""nace_r2"": ""B""}",,,2003-01
MT_LAB_HW_001,eurostat,2,Labor_market_indicators,MT,Hours worked mining and quarrying,STS_INLB_M,,"{""geo"": ""MT"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""HW"", ""nace_r2"": ""B""}",,,2003-01
NL_LAB_HW_001,eurostat,2,Labor_market_indicators,NL,Hours worked mining and quarrying,STS_INLB_M,,"{""geo"": ""NL"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""HW"", ""nace_r2"": ""B""}",,,2003-01
PT_LAB_HW_001,eurostat,2,Labor_market_indicators,PT,Hours worked mining and quarrying,STS_INLB_M,,"{""geo"": ""PT"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""HW"", ""nace_r2"": ""B""}",,,2003-01
SI_LAB_HW_001,eurostat,2,Labor_market_indicators,SI,Hours worked mining and quarrying,STS_INLB_M,,"{""geo"": ""SI"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""HW"", ""nace_r2"": ""B""}",,,2003-01
SK_LAB_HW_001,eurostat,2,Labor_market_indicators,SK,Hours worked mining and quarrying,STS_INLB_M,,"{""geo"": ""SK"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""HW"", ""nace_r2"": ""B""}",,,2003-01
AT_LAB_HW_002,eurostat,2,Labor_market_indicators,AT,Hours worked manufacturing,STS_INLB_M,,"{""geo"": ""AT"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""HW"", ""nace_r2"": ""C""}",,,2003-01
BE_LAB_HW_002,eurostat,2,Labor_market_indicators,BE,Hours worked manufacturing,STS_INLB_M,,"{""geo"": ""BE"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""HW"", ""nace_r2"": ""C""}",,,2003-01
CY_LAB_HW_002,eurostat,2,Labor_market_indicators,CY,Hours worked manufacturing,STS_INLB_M,,"{""geo"": ""CY"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""HW"", ""nace_r2"": ""C""}",,,2003-01
DE_LAB_HW_002,eurostat,2,Labor_market_indicators,DE,Hours worked manufacturing,STS_INLB_M,,"{""geo"": ""DE"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""HW"", ""nace_r2"": ""C""}",,,2003-01
EE_LAB_HW_002,eurostat,2,Labor_market_indicators,EE,Hours worked manufacturing,STS_INLB_M,,"{""geo"": ""EE"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""HW"", ""nace_r2"": ""C""}",,,2003-01
ES_LAB_HW_002,eurostat,2,Labor_market_indicators,ES,Hours worked manufacturing,STS_INLB_M,,"{""geo"": ""ES"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""HW"", ""nace_r2"": ""C""}",,,2003-01
FI_LAB_HW_002,eurostat,2,Labor_market_indicators,FI,Hours worked manufacturing,STS_INLB_M,,"{""geo"": ""FI"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""HW"", ""nace_r2"": ""C""}",,,2003-01
FR_LAB_HW_002,eurostat,2,Labor_market_indicators,FR,Hours worked manufacturing,STS_INLB_M,,"{""geo"": ""FR"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""HW"", ""nace_r2"": ""C""}",,,2003-01
GR_LAB_HW_002,eurostat,2,Labor_market_indicators,GR,Hours worked manufacturing,STS_INLB_M,,"{""geo"": ""EL"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""HW"", ""nace_r2"": ""C""}",,,2003-01
IE_LAB_HW_002,eurostat,2,Labor_market_indicators,IE,Hours worked manufacturing,STS_INLB_M,,"{""geo"": ""IE"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""HW"", ""nace_r2"": ""C""}",,,2003-01
IT_LAB_HW_002,eurostat,2,Labor_market_indicators,IT,Hours worked manufacturing,STS_INLB_M,,"{""geo"": ""IT"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""HW"", ""nace_r2"": ""C""}",,,2003-01
LT_LAB_HW_002,eurostat,2,Labor_market_indicators,LT,Hours worked manufacturing,STS_INLB_M,,"{""geo"": ""LT"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""HW"", ""nace_r2"": ""C""}",,,2003-01
LU_LAB_HW_002,eurostat,2,Labor_market_indicators,LU,Hours worked manufacturing,STS_INLB_M,,"{""geo"": ""LU"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""HW"", ""nace_r2"": ""C""}",,,2003-01
LV_LAB_HW_002,eurostat,2,Labor_market_indicators,LV,Hours worked manufacturing,STS_INLB_M,,"{""geo"": ""LV"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""HW"", ""nace_r2"": ""C""}",,,2003-01
MT_LAB_HW_002,eurostat,2,Labor_market_indicators,MT,Hours worked manufacturing,STS_INLB_M,,"{""geo"": ""MT"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""HW"", ""nace_r2"": ""C""}",,,2003-01
NL_LAB_HW_002,eurostat,2,Labor_market_indicators,NL,Hours worked manufacturing,STS_INLB_M,,"{""geo"": ""NL"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""HW"", ""nace_r2"": ""C""}",,,2003-01
PT_LAB_HW_002,eurostat,2,Labor_market_indicators,PT,Hours worked manufacturing,STS_INLB_M,,"{""geo"": ""PT"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""HW"", ""nace_r2"": ""C""}",,,2003-01
SI_LAB_HW_002,eurostat,2,Labor_market_indicators,SI,Hours worked manufacturing,STS_INLB_M,,"{""geo"": ""SI"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""HW"", ""nace_r2"": ""C""}",,,2003-01
SK_LAB_HW_002,eurostat,2,Labor_market_indicators,SK,Hours worked manufacturing,STS_INLB_M,,"{""geo"": ""SK"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""HW"", ""nace_r2"": ""C""}",,,2003-01
AT_LAB_HW_003,eurostat,2,Labor_market_indicators,AT,Hours worked electricity/gas,STS_INLB_M,,"{""geo"": ""AT"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""HW"", ""nace_r2"": ""D""}",,,2003-01
BE_LAB_HW_003,eurostat,2,Labor_market_indicators,BE,Hours worked electricity/gas,STS_INLB_M,,"{""geo"": ""BE"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""HW"", ""nace_r2"": ""D""}",,,2003-01
CY_LAB_HW_003,eurostat,2,Labor_market_indicators,CY,Hours worked electricity/gas,STS_INLB_M,,"{""geo"": ""CY"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""HW"", ""nace_r2"": ""D""}",,,2003-01
DE_LAB_HW_003,eurostat,2,Labor_market_indicators,DE,Hours worked electricity/gas,STS_INLB_M,,"{""geo"": ""DE"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""HW"", ""nace_r2"": ""D""}",,,2003-01
EE_LAB_HW_003,eurostat,2,Labor_market_indicators,EE,Hours worked electricity/gas,STS_INLB_M,,"{""geo"": ""EE"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""HW"", ""nace_r2"": ""D""}",,,2003-01
ES_LAB_HW_003,eurostat,2,Labor_market_indicators,ES,Hours worked electricity/gas,STS_INLB_M,,"{""geo"": ""ES"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""HW"", ""nace_r2"": ""D""}",,,2003-01
FI_LAB_HW_003,eurostat,2,Labor_market_indicators,FI,Hours worked electricity/gas,STS_INLB_M,,"{""geo"": ""FI"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""HW"", ""nace_r2"": ""D""}",,,2003-01
FR_LAB_HW_003,eurostat,2,Labor_market_indicators,FR,Hours worked electricity/gas,STS_INLB_M,,"{""geo"": ""FR"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""HW"", ""nace_r2"": ""D""}",,,2003-01
GR_LAB_HW_003,eurostat,2,Labor_market_indicators,GR,Hours worked electricity/gas,STS_INLB_M,,"{""geo"": ""EL"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""HW"", ""nace_r2"": ""D""}",,,2003-01
IE_LAB_HW_003,eurostat,2,Labor_market_indicators,IE,Hours worked electricity/gas,STS_INLB_M,,"{""geo"": ""IE"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""HW"", ""nace_r2"": ""D""}",,,2003-01
IT_LAB_HW_003,eurostat,2,Labor_market_indicators,IT,Hours worked electricity/gas,STS_INLB_M,,"{""geo"": ""IT"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""HW"", ""nace_r2"": ""D""}",,,2003-01
LT_LAB_HW_003,eurostat,2,Labor_market_indicators,LT,Hours worked electricity/gas,STS_INLB_M,,"{""geo"": ""LT"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""HW"", ""nace_r2"": ""D""}",,,2003-01
LU_LAB_HW_003,eurostat,2,Labor_market_indicators,LU,Hours worked electricity/gas,STS_INLB_M,,"{""geo"": ""LU"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""HW"", ""nace_r2"": ""D""}",,,2003-01
LV_LAB_HW_003,eurostat,2,Labor_market_indicators,LV,Hours worked electricity/gas,STS_INLB_M,,"{""geo"": ""LV"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""indic_bt"": ""HW"", ""nace_r2"": ""D""}",,,2003-01
